t_us,x_raw,y_raw,z_raw
1301835115,265,29,-31
1301836365,267,27,-35
1301837615,265,27,-35
1301838865,265,26,-37
1301840115,262,26,-33
1301841365,266,30,-37
1301842615,263,33,-32
1301843865,266,28,-35
1301845115,270,28,-35
1301846365,263,29,-37
1301847615,264,29,-34
1301848865,264,26,-37
1301850115,264,28,-33
1301851365,262,27,-31
1301852615,265,27,-34
1301853865,264,25,-37
1301855115,265,26,-31
1301856365,267,26,-30
1301857615,264,27,-42
1301858865,268,26,-34
1301861455,264,29,-35
1301862705,266,26,-38
1301863955,265,30,-34
1301865205,264,36,-33
1301866455,264,30,-28
1301867705,268,28,-27
1301868955,266,26,-34
1301870205,267,27,-38
1301871455,265,26,-37
1301872705,265,27,-35
1301873955,269,30,-28
1301875205,264,25,-36
1301876455,262,29,-34
1301877705,267,30,-34
1301878955,267,28,-30
1301880205,263,32,-36
1301881455,266,28,-35
1301882705,265,27,-33
1301883955,268,29,-28
1301885205,267,29,-35
1301886455,269,25,-32
1301887705,267,31,-31
1301888955,261,31,-39
1301890205,264,26,-29
1301891455,268,28,-35
1301893952,265,23,-33
1301895202,265,30,-34
1301896452,269,31,-29
1301897702,273,27,-29
1301898952,270,28,-34
1301900202,271,32,-31
1301901452,266,27,-34
1301902702,266,27,-35
1301903952,267,24,-34
1301905202,265,29,-34
1301906452,265,31,-31
1301907702,264,29,-31
1301908952,268,30,-33
1301910202,268,32,-30
1301911452,263,28,-37
1301912702,261,26,-33
1301913952,265,29,-34
1301915202,268,27,-35
1301916452,264,28,-35
1301917702,264,24,-35
1301918952,263,26,-35
1301920202,269,26,-34
1301921452,264,26,-32
1301922702,265,28,-35
1301923952,268,27,-33
1301926370,264,26,-33
1301927620,272,35,-28
1301928870,267,30,-35
1301930120,267,29,-34
1301931370,270,26,-30
1301932620,264,28,-23
1301933870,268,28,-36
1301935120,268,26,-34
1301936370,265,28,-36
1301937620,264,31,-32
1301938870,264,29,-34
1301940120,265,30,-36
1301941370,266,25,-36
1301942620,263,30,-29
1301943870,267,30,-39
1301945120,262,31,-30
1301946370,268,24,-34
1301947620,262,25,-28
1301948870,265,26,-36
1301950120,265,28,-33
1301951370,263,31,-34
1301952620,268,30,-33
1301953870,262,30,-32
1301955120,269,28,-36
1301956370,265,28,-34
1301958922,268,27,-33
1301960172,271,28,-32
1301961422,268,32,-33
1301962672,264,30,-31
1301963922,266,30,-28
1301965172,270,31,-31
1301966422,268,26,-33
1301967672,267,26,-37
1301968922,268,28,-37
1301970172,268,28,-32
1301971422,265,27,-33
1301972672,270,22,-32
1301973922,263,27,-32
1301975172,267,29,-36
1301976422,264,31,-35
1301977672,264,27,-32
1301978922,269,27,-33
1301980172,265,25,-35
1301981422,268,28,-37
1301982672,266,29,-36
1301983922,269,29,-37
1301985172,267,31,-28
1301986422,267,27,-36
1301987672,265,29,-34
1301988922,265,29,-33
1301991486,264,24,-34
1301992736,271,29,-31
1301993986,269,37,-33
1301995236,267,26,-33
1301996486,265,29,-35
1301997736,267,31,-36
1301998986,269,28,-33
1302000236,265,28,-33
1302001486,265,25,-35
1302002736,265,27,-35
1302003986,264,28,-37
1302005236,265,28,-36
1302006486,267,26,-34
1302007736,264,26,-31
1302008986,266,32,-33
1302010236,264,30,-34
1302011486,263,31,-36
1302012736,267,28,-36
1302013986,263,26,-35
1302015236,264,29,-34
1302016486,265,29,-34
1302017736,262,29,-32
1302018986,264,28,-33
1302020236,262,27,-33
1302021486,269,28,-36
1302023865,264,27,-33
1302025115,262,30,-31
1302026365,263,28,-31
1302027615,266,30,-35
1302028865,270,31,-28
1302030115,267,29,-34
1302031365,266,28,-35
1302032615,266,28,-35
1302033865,267,32,-31
1302035115,264,28,-36
1302036365,264,27,-33
1302037615,268,31,-42
1302038865,269,28,-30
1302040115,264,24,-33
1302041365,268,25,-38
1302042615,264,24,-33
1302043865,266,25,-35
1302045115,265,29,-32
1302046365,266,26,-34
1302047615,268,28,-34
1302048865,264,23,-36
1302050115,261,25,-36
1302051365,268,25,-32
1302052615,264,27,-33
1302053865,263,27,-36
1302056455,265,29,-29
1302057705,268,29,-33
1302058955,266,32,-32
1302060205,267,26,-37
1302061455,268,29,-36
1302062705,268,29,-33
1302063955,265,28,-33
1302065205,264,26,-34
1302066455,266,26,-32
1302067705,271,25,-35
1302068955,265,28,-35
1302070205,263,28,-35
1302071455,269,28,-31
1302072705,266,25,-36
1302073955,266,27,-36
1302075205,267,30,-34
1302076455,263,30,-33
1302077705,264,28,-32
1302078955,269,27,-31
1302080205,268,24,-33
1302081455,267,29,-33
1302082705,270,25,-38
1302083955,266,27,-32
1302085205,262,26,-37
1302086455,268,29,-35
1302088952,265,28,-34
1302090202,265,32,-29
1302091452,266,29,-33
1302092702,267,31,-29
1302093952,268,29,-28
1302095202,271,26,-34
1302096452,266,31,-35
1302097702,264,26,-33
1302098952,265,30,-35
1302100202,265,27,-35
1302101452,266,29,-33
1302102702,266,30,-29
1302103952,264,24,-31
1302105202,265,26,-33
1302106452,263,29,-30
1302107702,263,24,-36
1302108952,266,30,-35
1302110202,263,26,-38
1302111452,265,28,-32
1302112702,268,33,-33
1302113952,264,28,-33
1302115202,270,28,-30
1302116452,264,32,-33
1302117702,268,22,-32
1302118952,265,27,-35
1302121370,262,32,-35
1302122620,270,32,-31
1302123870,271,30,-33
1302125120,269,27,-28
1302126370,269,32,-33
1302127620,270,28,-40
1302128870,267,29,-34
1302130120,266,28,-36
1302131370,263,28,-33
1302132620,267,28,-33
1302133870,263,27,-31
1302135120,263,28,-33
1302136370,265,28,-33
1302137620,268,26,-35
1302138870,267,29,-33
1302140120,266,25,-36
1302141370,268,23,-39
1302142620,262,29,-38
1302143870,265,29,-33
1302145120,265,27,-40
1302146370,269,31,-32
1302147620,268,23,-36
1302148870,267,28,-36
1302150120,266,29,-31
1302151370,264,28,-32
1302153922,264,29,-33
1302155172,268,29,-33
1302156422,269,31,-30
1302157672,270,34,-32
1302158922,269,34,-35
1302160172,269,32,-31
1302161422,263,28,-35
1302162672,263,28,-32
1302163922,265,27,-31
1302165172,266,28,-34
1302166422,268,26,-30
1302167672,266,29,-32
1302168922,267,26,-28
1302170172,263,25,-34
1302171422,266,26,-35
1302172672,266,29,-31
1302173922,265,28,-34
1302175172,267,29,-29
1302176422,264,27,-35
1302177672,269,25,-31
1302178922,266,28,-33
1302180172,266,28,-36
1302181422,267,28,-33
1302182672,265,31,-32
1302183922,264,26,-34
1302186486,267,31,-33
1302187736,266,29,-34
1302188986,270,31,-27
1302190236,269,30,-37
1302191486,267,29,-37
1302192736,269,30,-33
1302193986,267,28,-37
1302195236,264,28,-36
1302196486,263,25,-34
1302197736,264,28,-34
1302198986,269,25,-37
1302200236,266,27,-31
1302201486,266,30,-33
1302202736,265,30,-37
1302203986,266,30,-35
1302205236,266,29,-35
1302206486,266,30,-33
1302207736,265,28,-31
1302208986,267,27,-34
1302210236,267,29,-31
1302211486,265,27,-34
1302212736,265,32,-30
1302213986,264,30,-34
1302215236,265,26,-37
1302216486,263,31,-32
1302218865,266,27,-35
1302220115,272,31,-30
1302221365,269,25,-28
1302222615,268,27,-32
1302223865,268,29,-36
1302225115,266,28,-33
1302226365,265,30,-34
1302227615,264,30,-35
1302228865,268,27,-35
1302230115,266,26,-33
1302231365,267,24,-31
1302232615,267,31,-33
1302233865,266,29,-33
1302235115,263,28,-35
1302236365,264,28,-38
1302237615,261,31,-33
1302238865,266,27,-36
1302240115,264,26,-31
1302241365,265,27,-35
1302242615,266,27,-36
1302243865,267,27,-36
1302245115,268,27,-36
1302246365,267,30,-33
1302247615,267,28,-38
1302248865,270,30,-32
1302251455,263,26,-35
1302252705,268,32,-34
1302253955,270,30,-33
1302255205,265,30,-31
1302256455,269,30,-35
1302257705,265,32,-33
1302258955,268,29,-33
1302260205,264,28,-33
1302261455,265,27,-35
1302262705,266,25,-34
1302263955,262,29,-37
1302265205,269,28,-31
1302266455,265,26,-35
1302267705,266,27,-30
1302268955,265,28,-37
1302270205,266,27,-37
1302271455,268,29,-35
1302272705,263,30,-31
1302273955,266,26,-38
1302275205,268,25,-30
1302276455,264,29,-33
1302277705,264,26,-37
1302278955,270,26,-31
1302280205,262,31,-36
1302281455,264,29,-35
1302283952,268,25,-29
1302285202,267,31,-31
1302286452,267,29,-34
1302287702,265,30,-30
1302288952,270,29,-31
1302290202,267,28,-36
1302291452,267,28,-38
1302292702,268,24,-34
1302293952,267,28,-33
1302295202,268,26,-36
1302296452,266,26,-38
1302297702,268,30,-29
1302298952,266,27,-34
1302300202,264,29,-32
1302301452,266,27,-35
1302302702,265,23,-35
1302303952,267,27,-35
1302305202,265,26,-39
1302306452,263,28,-32
1302307702,266,29,-33
1302308952,264,24,-35
1302310202,268,28,-33
1302311452,264,29,-31
1302312702,266,26,-33
1302313952,266,28,-32
1302316370,266,27,-32
1302317620,268,30,-32
1302318870,269,28,-31
1302320120,269,28,-33
1302321370,267,33,-30
1302322620,266,33,-38
1302323870,268,27,-38
1302325120,264,24,-32
1302326370,262,30,-37
1302327620,266,30,-35
1302328870,267,31,-30
1302330120,263,28,-34
1302331370,267,26,-32
1302332620,270,28,-37
1302333870,267,27,-38
1302335120,266,24,-31
1302336370,268,24,-34
1302337620,263,28,-25
1302338870,265,26,-33
1302340120,266,26,-33
1302341370,264,28,-37
1302342620,270,29,-32
1302343870,265,25,-34
1302345120,269,28,-34
1302346370,265,28,-33
1302348923,265,27,-34
1302350173,269,28,-29
1302351423,268,36,-30
1302352673,264,32,-25
1302353923,267,30,-27
1302355173,268,31,-33
1302356423,266,27,-32
1302357673,265,26,-35
1302358923,265,28,-34
1302360173,267,27,-34
1302361423,262,30,-35
1302362673,268,24,-35
1302363923,267,27,-35
1302365173,266,27,-33
1302366423,266,29,-34
1302367673,263,29,-34
1302368923,265,27,-34
1302370173,266,27,-36
1302371423,266,28,-36
1302372673,264,31,-36
1302373923,267,27,-37
1302375173,263,29,-32
1302376423,265,27,-34
1302377673,265,27,-37
1302378923,266,27,-35
1302381395,271,22,-36
1302382645,268,33,-28
1302383895,265,30,-36
1302385145,268,24,-33
1302386395,269,31,-32
1302387645,267,29,-33
1302388895,268,27,-32
1302390145,266,28,-35
1302391395,263,29,-35
1302392645,266,26,-33
1302393895,266,27,-38
1302395145,263,27,-35
1302396395,264,27,-30
1302397645,267,27,-37
1302398895,263,25,-36
1302400145,266,28,-34
1302401395,269,28,-32
1302402645,268,26,-31
1302403895,262,28,-31
1302405145,265,27,-34
1302406395,263,28,-34
1302407645,264,26,-33
1302408895,262,27,-31
1302410145,265,25,-35
1302411395,264,30,-34
1302413865,269,26,-35
1302415115,267,28,-30
1302416365,267,30,-24
1302417615,265,32,-35
1302418865,268,33,-33
1302420115,269,31,-37
1302421365,267,24,-34
1302422615,264,24,-35
1302423865,265,31,-30
1302425115,264,24,-33
1302426365,262,28,-39
1302427615,264,32,-38
1302428865,265,32,-36
1302430115,266,30,-34
1302431365,261,30,-33
1302432615,266,27,-28
1302433865,261,26,-36
1302435115,264,30,-31
1302436365,262,29,-31
1302437615,267,28,-37
1302438865,268,31,-31
1302440115,264,31,-32
1302441365,266,28,-30
1302442615,266,30,-38
1302443865,270,28,-31
1302446455,266,23,-34
1302447705,267,27,-32
1302448955,263,29,-27
1302450205,268,31,-34
1302451455,265,31,-36
1302452705,270,32,-33
1302453955,269,26,-35
1302455205,265,29,-38
1302456455,265,29,-40
1302457705,268,24,-37
1302458955,263,29,-34
1302460205,265,29,-33
1302461455,266,30,-36
1302462705,263,27,-32
1302463955,261,30,-34
1302465205,267,25,-31
1302466455,265,27,-33
1302467705,265,29,-37
1302468955,268,25,-36
1302470205,266,31,-37
1302471455,261,29,-32
1302472705,265,30,-35
1302473955,268,27,-30
1302475205,264,30,-39
1302476455,264,27,-35
1302478952,267,28,-39
1302480202,267,32,-29
1302481452,268,31,-35
1302482702,267,32,-29
1302483952,268,34,-31
1302485202,267,29,-32
1302486452,265,28,-34
1302487702,265,29,-35
1302488952,261,29,-36
1302490202,268,28,-34
1302491452,271,26,-36
1302492702,266,31,-31
1302493952,266,28,-31
1302495202,266,27,-34
1302496452,265,27,-38
1302497702,268,32,-34
1302498952,266,27,-29
1302500202,271,31,-31
1302501452,263,26,-33
1302502702,266,26,-36
1302503952,268,28,-32
1302505202,267,29,-34
1302506452,265,29,-39
1302507702,267,30,-37
1302508952,266,27,-37
1302511370,265,29,-37
1302512620,266,31,-29
1302513870,265,30,-37
1302515120,268,30,-33
1302516370,269,32,-31
1302517620,268,32,-35
1302518870,267,30,-32
1302520120,266,26,-34
1302521370,268,25,-35
1302522620,268,27,-31
1302523870,266,27,-38
1302525120,266,30,-37
1302526370,263,28,-35
1302527620,264,29,-32
1302528870,265,27,-36
1302530120,263,29,-34
1302531370,263,31,-27
1302532620,264,31,-32
1302533870,265,27,-34
1302535120,267,28,-36
1302536370,264,29,-33
1302537620,261,31,-30
1302538870,266,29,-37
1302540120,265,27,-32
1302541370,264,29,-35
1302543922,266,31,-36
1302545172,268,31,-36
1302546422,264,34,-30
1302547672,263,30,-31
1302548922,267,28,-33
1302550172,264,31,-35
1302551422,264,27,-35
1302552672,267,29,-36
1302553922,264,27,-32
1302555172,263,23,-34
1302556422,265,27,-32
1302557672,265,29,-35
1302558922,266,30,-31
1302560172,266,29,-36
1302561422,262,30,-34
1302562672,266,28,-30
1302563922,265,27,-37
1302565172,266,27,-35
1302566422,262,26,-35
1302567672,264,28,-32
1302568922,268,29,-35
1302570172,268,26,-32
1302571422,267,34,-35
1302572672,262,27,-31
1302573922,265,29,-35
1302576331,266,25,-34
1302577581,268,31,-33
1302578831,268,28,-32
1302580081,268,30,-31
1302581331,266,29,-28
1302582581,262,32,-30
1302583831,265,29,-33
1302585081,266,26,-32
1302586331,264,29,-31
1302587581,263,28,-30
1302588831,264,29,-40
1302590081,264,26,-41
1302591331,266,28,-33
1302592581,266,28,-34
1302593831,269,25,-30
1302595081,264,26,-34
1302596331,267,31,-33
1302597581,265,25,-31
1302598831,263,28,-33
1302600081,269,26,-38
1302601331,266,28,-36
1302602581,266,28,-31
1302603831,265,28,-32
1302605081,265,31,-35
1302606331,267,26,-32
1302608834,269,25,-36
1302610084,270,26,-34
1302611334,267,32,-26
1302612584,267,33,-35
1302613834,267,29,-33
1302615084,269,27,-32
1302616334,269,25,-35
1302617584,267,27,-34
1302618834,268,28,-35
1302620084,266,30,-34
1302621334,264,27,-39
1302622584,266,29,-31
1302623834,268,22,-32
1302625084,264,27,-33
1302626334,262,28,-36
1302627584,263,30,-36
1302628834,267,27,-37
1302630084,265,27,-32
1302631334,262,28,-32
1302632584,266,31,-30
1302633834,266,31,-34
1302635084,264,29,-31
1302636334,264,33,-35
1302637584,268,31,-40
1302638834,268,28,-34
1302641431,261,26,-33
1302642681,270,28,-32
1302643931,265,31,-31
1302645181,262,33,-37
1302646431,268,27,-35
1302647681,268,30,-30
1302648931,268,28,-34
1302650181,264,29,-33
1302651431,267,24,-32
1302652681,263,31,-34
1302653931,264,26,-35
1302655181,267,26,-33
1302656431,262,28,-35
1302657681,267,26,-35
1302658931,267,28,-32
1302660181,265,27,-37
1302661431,265,27,-32
1302662681,265,26,-32
1302663931,265,29,-35
1302665181,268,28,-36
1302666431,264,29,-31
1302667681,266,29,-33
1302668931,265,30,-30
1302670181,266,25,-34
1302671431,267,27,-36
1302673865,268,24,-31
1302675115,270,31,-32
1302676365,266,30,-30
1302677615,268,30,-30
1302678865,268,33,-33
1302680115,267,30,-35
1302681365,266,27,-34
1302682615,265,27,-36
1302683865,267,28,-36
1302685115,268,28,-33
1302686365,264,31,-40
1302687615,269,27,-36
1302688865,265,27,-34
1302690115,265,30,-31
1302691365,267,28,-39
1302692615,265,24,-39
1302693865,265,27,-39
1302695115,267,28,-37
1302696365,265,26,-36
1302697615,268,29,-32
1302698865,266,27,-33
1302700115,264,25,-32
1302701365,265,25,-32
1302702615,267,28,-36
1302703865,263,28,-34
1302706455,266,25,-33
1302707705,265,30,-33
1302708955,269,33,-33
1302710205,266,32,-36
1302711455,266,33,-36
1302712705,268,29,-31
1302713955,267,29,-34
1302715205,264,27,-36
1302716455,266,29,-33
1302717705,268,31,-35
1302718955,265,27,-28
1302720205,268,28,-33
1302721455,265,26,-35
1302722705,266,24,-33
1302723955,264,29,-31
1302725205,267,30,-32
1302726455,265,29,-36
1302727705,266,26,-30
1302728955,265,27,-35
1302730205,264,27,-36
1302731455,268,28,-35
1302732705,265,26,-37
1302733955,268,32,-40
1302735205,266,28,-31
1302736455,266,29,-31
1302738952,265,32,-30
1302740202,271,31,-29
1302741452,265,32,-31
1302742702,267,30,-37
1302743952,269,31,-34
1302745202,262,32,-35
1302746452,265,29,-33
1302747702,265,26,-34
1302748952,265,33,-31
1302750202,268,27,-36
1302751452,263,30,-31
1302752702,269,28,-31
1302753952,264,25,-38
1302755202,264,29,-38
1302756452,266,27,-32
1302757702,265,26,-32
1302758952,264,27,-38
1302760202,266,32,-36
1302761452,265,27,-36
1302762702,268,24,-42
1302763952,267,30,-37
1302765202,265,32,-36
1302766452,266,25,-36
1302767702,268,28,-34
1302768952,264,28,-33
1302771370,264,31,-35
1302772620,262,33,-28
1302773870,266,29,-39
1302775120,268,27,-32
1302776370,271,30,-35
1302777620,268,33,-33
1302778870,266,29,-34
1302780120,266,28,-36
1302781370,265,28,-36
1302782620,262,27,-35
1302783870,263,26,-36
1302785120,262,27,-37
1302786370,263,28,-35
1302787620,267,30,-33
1302788870,265,30,-29
1302790120,268,27,-36
1302791370,264,29,-34
1302792620,265,30,-34
1302793870,266,28,-35
1302795120,267,27,-34
1302796370,264,27,-37
1302797620,266,25,-34
1302798870,263,30,-35
1302800120,268,24,-33
1302801370,265,25,-31
1302803922,268,28,-35
1302805172,268,30,-33
1302806422,265,34,-30
1302807672,268,31,-34
1302808922,270,33,-36
1302810172,272,32,-32
1302811422,265,29,-33
1302812672,265,26,-35
1302813922,264,28,-33
1302815172,269,30,-33
1302816422,267,26,-37
1302817672,264,29,-32
1302818922,264,28,-40
1302820172,269,29,-31
1302821422,267,27,-33
1302822672,267,29,-35
1302823922,265,29,-31
1302825172,263,26,-35
1302826422,264,29,-32
1302827672,267,28,-37
1302828922,264,28,-33
1302830172,269,24,-34
1302831422,266,28,-31
1302832672,265,26,-32
1302833922,265,26,-32
1302836331,268,26,-32
1302837581,267,35,-26
1302838831,271,25,-33
1302840081,268,31,-31
1302841331,267,31,-33
1302842581,266,31,-35
1302843831,264,29,-35
1302845081,265,29,-33
1302846331,265,28,-35
1302847581,267,30,-37
1302848831,266,29,-38
1302850081,266,27,-36
1302851331,264,29,-36
1302852581,261,30,-36
1302853831,266,28,-30
1302855081,266,25,-36
1302856331,270,27,-32
1302857581,268,26,-34
1302858831,265,26,-31
1302860081,263,28,-34
1302861331,267,26,-37
1302862581,266,27,-40
1302863831,264,29,-35
1302865081,266,30,-35
1302866331,266,27,-31
1302868952,266,26,-32
1302870202,267,31,-30
1302871452,270,32,-31
1302872702,271,28,-35
1302873952,268,27,-38
1302875202,276,32,-34
1302876452,264,28,-38
1302877702,267,26,-33
1302878952,265,28,-32
1302880202,267,28,-36
1302881452,267,30,-35
1302882702,268,26,-29
1302883952,264,26,-38
1302885202,266,26,-30
1302886452,266,26,-38
1302887702,266,26,-40
1302888952,264,29,-34
1302890202,264,29,-32
1302891452,262,28,-36
1302892702,266,26,-31
1302893952,265,30,-34
1302895202,265,29,-36
1302896452,266,29,-33
1302897702,266,25,-34
1302898952,263,30,-35
1302901370,266,27,-35
1302902620,264,35,-34
1302903870,268,31,-33
1302905120,268,32,-31
1302906370,269,30,-29
1302907620,264,33,-30
1302908870,266,29,-33
1302910120,265,29,-32
1302911370,263,28,-35
1302912620,269,24,-38
1302913870,265,31,-30
1302915120,266,27,-33
1302916370,264,28,-35
1302917620,266,27,-28
1302918870,266,29,-35
1302920120,267,26,-36
1302921370,268,25,-31
1302922620,265,29,-33
1302923870,264,29,-33
1302925120,265,28,-34
1302926370,266,30,-34
1302927620,268,29,-32
1302928870,263,30,-33
1302930120,266,28,-33
1302931370,268,27,-33
1302933922,265,28,-32
1302935172,266,30,-33
1302936422,268,30,-27
1302937672,264,27,-31
1302938922,270,32,-31
1302940172,272,30,-32
1302941422,265,28,-34
1302942672,267,26,-34
1302943922,266,25,-35
1302945172,266,28,-34
1302946422,266,33,-37
1302947672,268,28,-31
1302948922,268,26,-31
1302950172,270,27,-32
1302951422,268,28,-32
1302952672,266,27,-34
1302953922,262,28,-35
1302955172,267,27,-29
1302956422,264,27,-35
1302957672,267,29,-36
1302958922,267,26,-34
1302960172,267,26,-33
1302961422,268,28,-27
1302962672,262,31,-33
1302963922,267,26,-35
1302966331,262,28,-42
1302967581,270,29,-27
1302968831,267,30,-35
1302970081,270,29,-32
1302971331,270,32,-33
1302972581,269,33,-33
1302973831,266,30,-34
1302975081,265,29,-34
1302976331,263,26,-33
1302977581,266,24,-33
1302978831,267,31,-35
1302980081,263,30,-36
1302981331,265,22,-35
1302982581,267,28,-31
1302983831,266,27,-33
1302985081,264,29,-34
1302986331,266,26,-37
1302987581,266,27,-34
1302988831,267,28,-32
1302990081,266,30,-31
1302991331,266,28,-35
1302992581,265,29,-33
1302993831,265,29,-33
1302995081,266,27,-38
1302996331,265,26,-35
1302998834,264,28,-34
1303000084,268,31,-32
1303001334,266,31,-33
1303002584,270,34,-35
1303003834,263,33,-35
1303005084,267,31,-32
1303006334,265,28,-34
1303007584,265,26,-34
1303008834,269,25,-32
1303010084,267,26,-37
1303011334,269,27,-28
1303012584,263,28,-34
1303013834,265,29,-33
1303015084,264,32,-35
1303016334,267,27,-27
1303017584,265,28,-32
1303018834,264,27,-35
1303020084,262,30,-33
1303021334,266,28,-29
1303022584,264,27,-37
1303023834,267,30,-36
1303025084,262,27,-35
1303026334,268,26,-35
1303027584,264,31,-34
1303028834,261,28,-33
1303031431,266,24,-37
1303032681,268,30,-35
1303033931,270,33,-35
1303035181,266,31,-37
1303036431,269,31,-36
1303037681,265,29,-32
1303038931,266,27,-34
1303040181,267,26,-36
1303041431,266,28,-39
1303042681,267,25,-34
1303043931,263,33,-35
1303045181,264,27,-32
1303046431,268,29,-30
1303047681,268,28,-41
1303048931,267,24,-34
1303050181,265,32,-35
1303051431,261,25,-35
1303052681,265,26,-35
1303053931,263,29,-35
1303055181,268,28,-36
1303056431,270,31,-37
1303057681,266,27,-37
1303058931,267,27,-36
1303060181,266,26,-36
1303061431,265,30,-34
1303063865,265,29,-29
1303065115,269,29,-32
1303066365,270,24,-31
1303067615,268,30,-32
1303068865,267,34,-31
1303070115,268,30,-33
1303071365,265,26,-33
1303072615,268,24,-35
1303073865,263,33,-36
1303075115,267,29,-38
1303076365,259,28,-35
1303077615,263,26,-36
1303078865,265,28,-37
1303080115,265,27,-31
1303081365,266,25,-33
1303082615,265,28,-29
1303083865,263,25,-34
1303085115,267,28,-37
1303086365,267,28,-34
1303087615,270,24,-33
1303088865,268,28,-35
1303090115,266,29,-34
1303091365,266,23,-35
1303092615,266,28,-31
1303093865,265,28,-39
1303096300,271,30,-35
1303097550,273,30,-33
1303098800,265,33,-29
1303100050,268,30,-37
1303101300,266,32,-32
1303102550,272,32,-35
1303103800,267,24,-34
1303105050,265,27,-35
1303106300,266,24,-30
1303107550,265,27,-32
1303108800,269,27,-32
1303110050,264,26,-32
1303111300,262,29,-34
1303112550,268,27,-33
1303113800,261,32,-34
1303115050,269,29,-39
1303116300,264,29,-39
1303117550,264,28,-33
1303118800,264,29,-33
1303120050,265,28,-33
1303121300,265,22,-34
1303122550,262,28,-37
1303123800,265,30,-30
1303125050,267,25,-33
1303126300,266,27,-36
1303128922,266,25,-36
1303130172,268,31,-37
1303131422,268,34,-31
1303132672,272,27,-32
1303133922,265,32,-34
1303135172,270,32,-30
1303136422,265,27,-33
1303137672,262,27,-34
1303138922,267,22,-37
1303140172,266,24,-36
1303141422,264,26,-38
1303142672,269,28,-34
1303143922,264,31,-31
1303145172,267,28,-33
1303146422,267,26,-37
1303147672,266,26,-34
1303148922,265,24,-34
1303150172,266,25,-31
1303151422,269,26,-31
1303152672,266,29,-34
1303153922,265,29,-34
1303155172,270,27,-33
1303156422,266,29,-39
1303157672,265,30,-34
1303158922,264,28,-35
1303161331,264,29,-32
1303162581,263,32,-30
1303163831,266,29,-36
1303165081,266,27,-32
1303166331,269,29,-27
1303167581,270,27,-23
1303168831,266,28,-35
1303170081,267,26,-36
1303171331,264,28,-37
1303172581,266,27,-31
1303173831,264,26,-29
1303175081,261,29,-28
1303176331,263,26,-35
1303177581,265,28,-34
1303178831,262,30,-33
1303180081,270,28,-35
1303181331,266,28,-31
1303182581,267,28,-34
1303183831,265,27,-40
1303185081,267,26,-31
1303186331,264,25,-37
1303187581,265,30,-32
1303188831,268,24,-34
1303190081,270,26,-35
1303191331,266,29,-35
1303193797,262,31,-36
1303195047,270,26,-31
1303196297,267,26,-29
1303197547,266,28,-33
1303198797,267,29,-32
1303200047,264,34,-28
1303201297,266,29,-34
1303202547,265,25,-35
1303203797,265,28,-35
1303205047,265,30,-34
1303206297,268,25,-32
1303207547,267,25,-33
1303208797,261,27,-37
1303210047,266,28,-35
1303211297,266,26,-26
1303212547,269,27,-38
1303213797,266,29,-30
1303215047,266,27,-34
1303216297,263,28,-37
1303217547,263,30,-34
1303218797,264,29,-36
1303220047,266,27,-31
1303221297,267,28,-32
1303222547,263,25,-34
1303223797,266,31,-32
1303226370,264,29,-32
1303227620,269,33,-36
1303228870,266,28,-26
1303230120,268,26,-33
1303231370,266,31,-33
1303232620,270,31,-34
1303233870,265,25,-34
1303235120,267,28,-33
1303236370,264,31,-31
1303237620,266,26,-39
1303238870,262,32,-37
1303240120,263,29,-39
1303241370,266,28,-38
1303242620,269,27,-36
1303243870,268,25,-36
1303245120,268,25,-31
1303246370,265,28,-32
1303247620,264,30,-34
1303248870,267,26,-31
1303250120,268,27,-29
1303251370,263,28,-30
1303252620,264,27,-33
1303253870,263,26,-25
1303255120,262,26,-34
1303256370,268,26,-35
1303258767,268,25,-32
1303260017,267,31,-30
1303261267,269,30,-29
1303262517,270,30,-33
1303263767,267,29,-32
1303265017,265,32,-34
1303266267,266,28,-33
1303267517,263,26,-31
1303268767,268,29,-32
1303270017,266,27,-36
1303271267,262,27,-28
1303272517,264,28,-33
1303273767,260,30,-35
1303275017,268,28,-40
1303276267,265,33,-41
1303277517,264,26,-34
1303278767,264,28,-31
1303280017,264,29,-34
1303281267,263,28,-32
1303282517,265,27,-32
1303283767,265,28,-36
1303285017,271,24,-31
1303286267,266,25,-37
1303287517,267,27,-38
1303288767,267,25,-33
1303291331,267,28,-35
1303292581,269,30,-32
1303293831,268,31,-32
1303295081,266,28,-35
1303296331,269,29,-31
1303297581,269,30,-33
1303298831,265,25,-32
1303300081,267,25,-33
1303301331,264,29,-29
1303302581,262,30,-29
1303303831,268,25,-35
1303305081,264,29,-35
1303306331,268,24,-38
1303307581,264,27,-36
1303308831,266,27,-37
1303310081,264,31,-34
1303311331,262,27,-33
1303312581,264,30,-32
1303313831,264,28,-32
1303315081,267,25,-33
1303316331,262,27,-39
1303317581,265,25,-36
1303318831,269,23,-39
1303320081,267,28,-30
1303321331,266,29,-30
1303323834,263,29,-33
1303325084,270,29,-35
1303326334,266,24,-35
1303327584,269,26,-27
1303328834,270,31,-31
1303330084,264,29,-32
1303331334,266,26,-35
1303332584,263,28,-37
1303333834,266,28,-34
1303335084,265,28,-30
1303336334,266,25,-35
1303337584,267,31,-33
1303338834,266,29,-34
1303340084,265,28,-31
1303341334,264,28,-33
1303342584,265,27,-27
1303343834,266,28,-38
1303345084,264,29,-34
1303346334,263,26,-31
1303347584,266,29,-34
