t_us,x_raw,y_raw,z_raw
1303348834,264,29,-34
1303350084,264,28,-35
1303351334,267,23,-35
1303352584,267,27,-34
1303353834,267,28,-35
1303356276,263,30,-34
1303357526,267,32,-34
1303358776,267,34,-29
1303360026,265,31,-33
1303361276,271,28,-30
1303362526,270,32,-32
1303363776,266,30,-34
1303365026,266,29,-33
1303366276,265,25,-32
1303367526,265,27,-34
1303368776,268,27,-27
1303370026,265,29,-30
1303371276,268,26,-34
1303372526,266,27,-31
1303373776,263,32,-35
1303375026,260,28,-31
1303376276,266,29,-36
1303377526,265,30,-31
1303378776,264,26,-34
1303380026,268,28,-34
1303381276,268,26,-33
1303382526,266,26,-35
1303383776,267,22,-35
1303385026,264,31,-32
1303386276,265,27,-34
1303388767,264,30,-33
1303390017,266,32,-37
1303391267,269,31,-37
1303392517,267,27,-35
1303393767,269,30,-35
1303395017,268,34,-33
1303396267,268,28,-38
1303397517,265,28,-30
1303398767,263,28,-33
1303400017,266,25,-37
1303401267,269,28,-33
1303402517,266,26,-35
1303403767,271,24,-31
1303405017,264,30,-37
1303406267,266,23,-34
1303407517,266,27,-38
1303408767,268,29,-30
1303410017,267,27,-35
1303411267,266,26,-35
1303412517,263,27,-38
1303413767,264,27,-33
1303415017,261,29,-33
1303416267,266,30,-31
1303417517,267,29,-31
1303418767,261,31,-32
1303421331,263,28,-38
1303422581,268,29,-33
1303423831,266,31,-38
1303425081,270,28,-34
1303426331,269,30,-34
1303427581,272,30,-31
1303428831,265,29,-36
1303430081,267,26,-33
1303431331,266,24,-32
1303432581,262,31,-41
1303433831,263,24,-39
1303435081,266,25,-37
1303436331,267,29,-29
1303437581,269,25,-33
1303438831,268,28,-32
1303440081,266,27,-35
1303441331,265,27,-36
1303442581,268,27,-34
1303443831,264,29,-33
1303445081,266,30,-35
1303446331,266,28,-31
1303447581,265,27,-39
1303448831,272,31,-30
1303450081,263,27,-32
1303451331,267,27,-35
1303453797,268,28,-36
1303455047,265,31,-33
1303456297,264,28,-30
1303457547,264,29,-35
1303458797,265,30,-30
1303460047,265,29,-33
1303461297,268,27,-33
1303462547,265,26,-36
1303463797,270,29,-37
1303465047,265,29,-35
1303466297,265,27,-39
1303467547,263,28,-32
1303468797,262,27,-30
1303470047,263,30,-35
1303471297,269,26,-39
1303472547,266,28,-35
1303473797,265,27,-36
1303475047,267,31,-32
1303476297,263,30,-33
1303477547,265,25,-32
1303478797,267,27,-33
1303480047,266,28,-36
1303481297,264,31,-29
1303482547,264,27,-33
1303483797,267,29,-31
1303486370,267,27,-37
1303487620,269,29,-31
1303488870,267,31,-36
1303490120,269,30,-34
1303491370,269,28,-31
1303492620,266,28,-34
1303493870,264,27,-33
1303495120,265,26,-36
1303496370,264,29,-33
1303497620,267,27,-35
1303498870,262,28,-38
1303500120,268,25,-34
1303501370,266,29,-34
1303502620,266,25,-31
1303503870,264,29,-36
1303505120,266,29,-34
1303506370,266,25,-35
1303507620,265,27,-36
1303508870,265,27,-35
1303510120,264,27,-33
1303511370,268,28,-35
1303512620,266,32,-34
1303513870,264,26,-32
1303515120,270,27,-31
1303516370,266,25,-34
1303518767,267,30,-32
1303520017,268,32,-31
1303521267,266,27,-37
1303522517,271,30,-35
1303523767,272,31,-35
1303525017,273,23,-35
1303526267,266,29,-34
1303527517,266,26,-33
1303528767,268,23,-35
1303530017,266,28,-37
1303531267,265,28,-36
1303532517,270,28,-33
1303533767,268,24,-34
1303535017,264,29,-35
1303536267,267,28,-34
1303537517,268,27,-40
1303538767,263,26,-35
1303540017,263,30,-32
1303541267,263,33,-34
1303542517,267,31,-34
1303543767,267,25,-36
1303545017,266,30,-41
1303546267,266,27,-31
1303547517,265,30,-35
1303548767,266,27,-37
1303551331,263,31,-37
1303552581,269,29,-32
1303553831,270,34,-34
1303555081,267,28,-28
1303556331,267,30,-32
1303557581,268,30,-36
1303558831,268,28,-38
1303560081,264,25,-36
1303561331,265,28,-34
1303562581,266,28,-38
1303563831,265,28,-36
1303565081,263,30,-33
1303566331,265,28,-32
1303567581,267,24,-32
1303568831,269,25,-30
1303570081,268,26,-31
1303571331,266,28,-33
1303572581,267,24,-39
1303573831,263,31,-33
1303575081,265,23,-33
1303576331,266,25,-31
1303577581,270,25,-35
1303578831,267,28,-29
1303580081,263,28,-32
1303581331,268,28,-32
1303583797,267,27,-35
1303585047,264,29,-29
1303586297,265,32,-32
1303587547,267,29,-39
1303588797,265,33,-32
1303590047,269,31,-29
1303591297,269,25,-35
1303592547,264,28,-35
1303593797,268,32,-33
1303595047,265,29,-31
1303596297,265,30,-40
1303597547,260,29,-30
1303598797,267,29,-28
1303600047,266,29,-37
1303601297,270,24,-33
1303602547,266,29,-31
1303603797,266,28,-38
1303605047,268,29,-32
1303606297,264,29,-34
1303607547,267,28,-31
1303608797,267,29,-32
1303610047,263,26,-32
1303611297,268,29,-35
1303612547,263,26,-33
1303613797,263,28,-35
1303616207,266,33,-38
1303617457,273,26,-34
1303618707,268,33,-36
1303619957,269,30,-29
1303621207,268,29,-32
1303622457,271,31,-26
1303623707,264,28,-34
1303624957,265,29,-34
1303626207,266,29,-34
1303627457,266,28,-35
1303628707,264,24,-31
1303629957,265,29,-31
1303631207,266,32,-41
1303632457,267,30,-32
1303633707,264,32,-38
1303634957,265,29,-35
1303636207,265,28,-30
1303637457,265,28,-29
1303638707,263,28,-33
1303639957,265,27,-36
1303641207,264,29,-34
1303642457,265,29,-34
1303643707,267,27,-33
1303644957,263,33,-31
1303646207,262,31,-33
1303648767,264,28,-37
1303650017,269,27,-29
1303651267,272,31,-35
1303652517,263,27,-30
1303653767,266,28,-31
1303655017,267,34,-35
1303656267,267,28,-35
1303657517,265,30,-34
1303658767,269,31,-33
1303660017,266,22,-33
1303661267,264,26,-33
1303662517,268,27,-36
1303663767,269,29,-30
1303665017,265,27,-36
1303666267,268,33,-30
1303667517,265,33,-36
1303668767,265,27,-35
1303670017,265,26,-31
1303671267,265,27,-34
1303672517,263,26,-36
1303673767,265,31,-33
1303675017,270,24,-29
1303676267,269,25,-35
1303677517,267,28,-31
1303678767,265,28,-30
1303681331,269,27,-34
1303682581,273,30,-35
1303683831,264,30,-34
1303685081,270,27,-39
1303686331,271,32,-33
1303687581,268,30,-38
1303688831,265,26,-34
1303690081,265,28,-33
1303691331,268,27,-31
1303692581,268,31,-32
1303693831,265,26,-30
1303695081,263,31,-31
1303696331,267,29,-35
1303697581,265,29,-37
1303698831,262,28,-36
1303700081,265,26,-33
1303701331,266,28,-35
1303702581,267,29,-33
1303703831,265,28,-33
1303705081,269,29,-37
1303706331,262,28,-36
1303707581,267,30,-34
1303708831,268,30,-34
1303710081,265,28,-34
1303711331,263,29,-33
1303713797,265,30,-37
1303715047,265,32,-31
1303716297,266,28,-30
1303717547,271,29,-29
1303718797,270,28,-35
1303720047,266,30,-34
1303721297,267,30,-36
1303722547,264,28,-36
1303723797,266,26,-33
1303725047,260,28,-33
1303726297,263,28,-30
1303727547,267,24,-36
1303728797,264,26,-35
1303730047,264,31,-33
1303731297,263,31,-37
1303732547,266,23,-33
1303733797,265,26,-31
1303735047,267,29,-35
1303736297,268,29,-35
1303737547,267,28,-32
1303738797,267,28,-34
1303740047,265,26,-37
1303741297,267,24,-28
1303742547,265,28,-35
1303743797,267,27,-35
1303746207,265,29,-33
1303747457,268,30,-31
1303748707,260,30,-31
1303749957,264,31,-31
1303751207,269,26,-33
1303752457,267,30,-34
1303753707,266,27,-34
1303754957,267,28,-34
1303756207,267,26,-32
1303757457,264,26,-34
1303758707,267,27,-33
1303759957,267,24,-35
1303761207,266,28,-35
1303762457,268,30,-37
1303763707,268,26,-30
1303764957,266,26,-33
1303766207,265,29,-37
1303767457,265,27,-35
1303768707,266,27,-33
1303769957,266,23,-34
1303771207,265,28,-32
1303772457,267,28,-28
1303773707,262,27,-31
1303774957,266,25,-31
1303776207,270,25,-34
1303778767,264,29,-37
1303780017,268,27,-32
1303781267,271,33,-32
1303782517,268,29,-30
1303783767,269,28,-34
1303785017,268,31,-35
1303786267,265,28,-32
1303787517,265,27,-36
1303788767,265,28,-33
1303790017,263,29,-35
1303791267,263,30,-32
1303792517,267,32,-32
1303793767,263,30,-33
1303795017,264,28,-33
1303796267,264,30,-36
1303797517,266,29,-35
1303798767,263,31,-32
1303800017,266,27,-37
1303801267,267,24,-33
1303802517,265,25,-34
1303803767,264,30,-35
1303805017,265,28,-32
1303806267,267,30,-33
1303807517,264,28,-30
1303808767,265,26,-32
1303811175,265,29,-33
1303812425,269,34,-32
1303813675,266,29,-27
1303814925,267,30,-41
1303816175,267,30,-31
1303817425,269,32,-33
1303818675,267,28,-34
1303819925,264,28,-33
1303821175,265,26,-36
1303822425,264,27,-35
1303823675,269,29,-37
1303824925,266,28,-36
1303826175,265,30,-33
1303827425,267,28,-41
1303828675,267,25,-38
1303829925,266,29,-33
1303831175,268,28,-36
1303832425,260,29,-35
1303833675,265,28,-32
1303834925,263,28,-32
1303836175,264,28,-35
1303837425,266,28,-35
1303838675,266,28,-33
1303839925,266,27,-34
1303841175,265,25,-35
1303843679,266,29,-38
1303844929,268,28,-30
1303846179,269,32,-33
1303847429,268,35,-32
1303848679,264,33,-30
1303849929,270,30,-29
1303851179,268,27,-34
1303852429,265,28,-34
1303853679,265,29,-36
1303854929,265,23,-29
1303856179,263,28,-37
1303857429,264,28,-35
1303858679,266,28,-40
1303859929,266,25,-36
1303861179,263,30,-33
1303862429,270,32,-40
1303863679,262,27,-33
1303864929,266,29,-32
1303866179,266,32,-36
1303867429,265,25,-33
1303868679,267,29,-35
1303869929,265,27,-37
1303871179,269,28,-36
1303872429,266,28,-34
1303873679,260,29,-34
1303876300,264,28,-35
1303877550,266,32,-30
1303878800,265,30,-33
1303880050,267,30,-32
1303881300,267,32,-27
1303882550,267,31,-31
1303883800,264,27,-35
1303885050,264,27,-37
1303886300,266,26,-33
1303887550,266,27,-31
1303888800,270,31,-32
1303890050,266,27,-31
1303891300,265,31,-35
1303892550,265,30,-34
1303893800,265,30,-35
1303895050,268,30,-30
1303896300,267,30,-33
1303897550,262,27,-34
1303898800,268,31,-32
1303900050,265,27,-33
1303901300,266,25,-38
1303902550,269,28,-34
1303903800,265,29,-40
1303905050,267,23,-35
1303906300,265,29,-32
1303908767,266,26,-35
1303910017,269,27,-35
1303911267,265,27,-33
1303912517,266,31,-31
1303913767,268,33,-33
1303915017,267,26,-35
1303916267,268,26,-34
1303917517,266,24,-34
1303918767,264,29,-33
1303920017,264,28,-32
1303921267,266,30,-30
1303922517,266,30,-30
1303923767,264,25,-37
1303925017,264,23,-37
1303926267,263,26,-38
1303927517,269,28,-38
1303928767,267,28,-32
1303930017,265,27,-37
1303931267,261,27,-33
1303932517,264,27,-36
1303933767,267,25,-33
1303935017,266,29,-38
1303936267,263,28,-29
1303937517,263,31,-35
1303938767,268,30,-34
1303941175,265,29,-38
1303942425,268,31,-26
1303943675,268,34,-31
1303944925,269,31,-33
1303946175,268,33,-30
1303947425,268,33,-32
1303948675,265,27,-33
1303949925,266,26,-34
1303951175,267,24,-33
1303952425,267,30,-35
1303953675,265,29,-37
1303954925,269,27,-31
1303956175,265,27,-31
1303957425,267,25,-32
1303958675,267,24,-29
1303959925,262,28,-33
1303961175,264,29,-34
1303962425,266,26,-37
1303963675,264,28,-33
1303964925,267,27,-34
1303966175,266,28,-34
1303967425,269,25,-31
1303968675,266,33,-35
1303969925,264,29,-35
1303971175,264,28,-32
1303973679,265,27,-34
1303974929,267,26,-39
1303976179,270,32,-31
1303977429,269,33,-32
1303978679,266,28,-30
1303979929,268,31,-30
1303981179,269,28,-36
1303982429,266,26,-33
1303983679,270,27,-35
1303984929,264,32,-33
1303986179,269,26,-33
1303987429,265,29,-33
1303988679,266,27,-29
1303989929,264,28,-32
1303991179,268,26,-28
1303992429,266,30,-31
1303993679,261,26,-31
1303994929,268,27,-37
1303996179,264,27,-33
1303997429,265,25,-35
1303998679,265,26,-38
1303999929,264,27,-37
1304001179,262,30,-37
1304002429,263,32,-36
1304003679,266,26,-35
1304006144,265,29,-34
1304007394,268,30,-31
1304008644,269,30,-35
1304009894,266,24,-38
1304011144,268,28,-34
1304012394,267,33,-37
1304013644,265,29,-32
1304014894,265,27,-33
1304016144,269,28,-30
1304017394,265,26,-33
1304018644,261,31,-41
1304019894,263,28,-31
1304021144,267,29,-35
1304022394,268,29,-42
1304023644,269,25,-36
1304024894,266,27,-31
1304026144,268,27,-34
1304027394,264,30,-36
1304028644,266,25,-36
1304029894,267,25,-39
1304031144,269,27,-33
1304032394,329,-142,174
1304033644,328,-26,-6
1304034894,254,-23,8
1304036144,271,-86,1
1304038710,282,-140,7
1304039960,331,-41,-46
1304041210,335,-14,-65
1304042460,287,-58,-32
1304043710,329,96,-58
1304044960,157,-207,-19
1304046210,250,-253,10
1304047460,105,-198,-17
1304048710,466,-32,-21
1304049960,180,-15,15
1304051210,6,-15,14
1304052460,646,623,-152
1304053710,406,495,-91
1304054960,128,4,-11
1304056210,329,46,-13
1304057460,256,-23,-37
1304058710,417,-25,-39
1304059960,260,-92,-1
1304061210,146,-124,26
1304062460,432,141,-45
1304063710,329,-3,-48
1304064960,255,-182,21
1304066210,145,-160,7
1304067460,379,44,-33
1304068710,498,80,-37
1304071144,-18,-118,38
1304072394,531,260,-38
1304073644,43,-12,7
1304074894,487,215,-96
1304076144,266,106,12
1304077394,195,85,-33
1304078644,358,195,-63
1304079894,156,-107,44
1304081144,384,-6,45
1304082394,146,-37,-59
1304083644,256,207,-34
1304084894,398,186,-22
1304086144,200,204,-70
1304087394,306,178,-47
1304088644,344,118,-57
1304089894,328,74,-67
1304091144,324,48,-90
1304092394,336,18,-92
1304093644,320,-6,-106
1304094894,296,35,-88
1304096144,305,121,-96
1304097394,301,137,-112
1304098644,303,106,-88
1304099894,298,58,-73
1304101144,291,23,-66
1304103710,301,7,-59
1304104960,302,9,-51
1304106210,294,27,-43
1304107460,289,33,-38
1304108710,275,52,-44
1304109960,278,69,-37
1304111210,284,60,-37
1304112460,286,44,-37
1304113710,286,42,-35
1304114960,291,43,-44
1304116210,293,39,-39
1304117460,296,38,-35
1304118710,296,42,-40
1304119960,294,48,-39
1304121210,296,49,-37
1304122460,304,48,-31
1304123710,292,53,-45
1304124960,296,63,-38
1304126210,299,62,-41
1304127460,312,45,-36
1304128710,292,53,-40
1304129960,304,61,-37
1304131210,305,70,-43
1304132460,302,54,-46
1304133710,300,55,-33
1304136144,301,56,-36
1304137394,305,48,-38
1304138644,306,40,-31
1304139894,301,51,-36
1304141144,294,60,-31
1304142394,289,58,-32
1304143644,296,50,-36
1304144894,292,44,-29
1304146144,290,43,-29
1304147394,285,49,-30
1304148644,284,49,-26
1304149894,283,51,-27
1304151144,278,44,-29
1304152394,280,45,-22
1304153644,281,45,-28
1304154894,283,42,-19
1304156144,284,44,-26
1304157394,282,45,-27
1304158644,283,43,-27
1304159894,282,42,-29
1304161144,280,39,-27
1304162394,277,42,-30
1304163644,281,35,-32
1304164894,278,38,-25
1304166144,277,40,-29
1304168710,279,38,-28
1304169960,284,40,-32
1304171210,284,42,-30
1304172460,282,43,-25
1304173710,283,41,-25
1304174960,283,46,-28
1304176210,279,39,-27
1304177460,278,41,-28
1304178710,279,43,-25
1304179960,283,34,-24
1304181210,281,42,-23
1304182460,278,45,-28
1304183710,279,42,-32
1304184960,282,33,-28
1304186210,283,33,-25
1304187460,287,29,-16
1304188710,284,37,-26
1304189960,285,36,-21
1304191210,284,35,-23
1304192460,285,33,-23
1304193710,286,33,-23
1304194960,284,35,-22
1304196210,286,36,-24
1304197460,291,40,-28
1304198710,289,37,-25
1304201144,289,36,-22
1304202394,292,43,-26
1304203644,292,40,-23
1304204894,291,41,-23
1304206144,291,48,-27
1304207394,292,49,-24
1304208644,297,41,-21
1304209894,293,45,-24
1304211144,295,45,-29
1304212394,294,47,-26
1304213644,298,46,-28
1304214894,298,43,-20
1304216144,291,46,-31
1304217394,296,42,-24
1304218644,295,45,-26
1304219894,299,41,-23
1304221144,297,43,-24
1304222394,293,39,-27
1304223644,299,34,-19
1304224894,300,38,-20
1304226144,296,35,-13
1304227394,296,31,-15
1304228644,296,33,-17
1304229894,299,28,-17
1304231144,300,30,-13
1304233767,299,29,-9
1304235017,299,34,-18
1304236267,298,33,-18
1304237517,294,41,-5
1304238767,293,37,-12
1304240017,293,35,-12
1304241267,292,29,-13
1304242517,294,31,-19
1304243767,291,34,-24
1304245017,291,26,-11
1304246267,296,27,-10
1304247517,292,36,-14
1304248767,290,34,-12
1304250017,291,30,-10
1304251267,292,26,-16
1304252517,285,32,-10
1304253767,287,28,-14
1304255017,287,22,-13
1304256267,285,25,-6
1304257517,284,23,-9
1304258767,286,22,-10
1304260017,284,23,-13
1304261267,281,21,-14
1304262517,283,23,-8
1304263767,286,25,-15
1304266175,282,19,-10
1304267425,287,23,-11
1304268675,284,13,-12
1304269925,281,20,-11
1304271175,277,16,-4
1304272425,287,25,-6
1304273675,281,16,-11
1304274925,280,16,-9
1304276175,279,19,-8
1304277425,280,19,-7
1304278675,281,19,1
1304279925,282,19,-8
1304281175,280,12,-7
1304282425,280,13,-7
1304283675,280,11,-7
1304284925,282,12,-9
1304286175,282,11,-5
1304287425,278,11,-8
1304288675,283,11,0
1304289925,277,11,-5
1304291175,278,10,0
1304292425,280,6,-5
1304293675,276,9,-3
1304294925,281,6,-1
1304296175,282,5,-3
1304298679,278,9,-4
1304299929,283,9,-1
1304301179,285,11,-1
1304302429,287,8,1
1304303679,280,12,1
1304304929,282,7,-1
1304306179,279,7,-3
1304307429,280,5,-2
1304308679,279,6,-9
1304309929,279,4,-3
1304311179,279,-1,0
1304312429,276,5,2
1304313679,278,2,0
1304314929,278,1,-1
1304316179,276,0,0
1304317429,272,0,3
1304318679,278,-1,0
1304319929,273,0,-2
1304321179,270,-2,1
1304322429,276,-2,4
1304323679,273,-6,1
1304324929,271,-4,6
1304326179,272,-7,3
1304327429,274,-8,8
1304328679,276,-9,2
1304331144,274,-2,1
1304332394,280,-5,7
1304333644,279,-4,9
1304334894,272,-11,4
1304336144,274,-10,5
1304337394,273,-3,6
1304338644,274,-10,4
1304339894,270,-11,3
1304341144,269,-10,4
1304342394,271,-11,2
1304343644,272,-3,5
1304344894,270,-11,7
1304346144,269,-14,1
1304347394,269,-14,3
1304348644,269,-11,-3
1304349894,272,-18,3
1304351144,268,-16,0
1304352394,270,-14,5
1304353644,265,-13,3
1304354894,265,-15,1
1304356144,268,-12,6
1304357394,270,-11,0
1304358644,268,-9,-2
1304359894,270,-9,2
1304361144,271,0,1
1304363710,270,-4,-2
1304364960,275,-4,-5
1304366210,270,-1,-2
1304367460,272,0,-3
1304368710,269,4,-4
1304369960,267,-2,-1
1304371210,265,-12,4
1304372460,254,-24,31
1304373710,272,10,-21
1304374960,268,5,-1
1304376210,270,-11,-1
1304377460,264,-15,1
1304378710,262,-13,-6
1304379960,266,-17,2
1304381210,264,-13,0
1304382460,267,-16,8
1304383710,266,-11,4
1304384960,263,-17,6
1304386210,264,-20,8
1304387460,264,-28,11
1304388710,258,-35,38
1304389960,266,-10,-1
1304391210,265,-17,-5
1304392460,263,-32,5
1304393710,262,-34,13
1304396144,256,-30,12
1304397394,262,-23,9
1304398644,264,-31,15
1304399894,262,-27,19
1304401144,263,-24,11
1304402394,257,-34,25
1304403644,258,-31,15
1304404894,259,-27,16
1304406144,260,-24,14
1304407394,261,-33,20
1304408644,266,-38,15
1304409894,264,-30,18
1304411144,258,-34,18
1304412394,258,-36,21
1304413644,255,-30,16
1304414894,257,-32,19
1304416144,258,-36,21
1304417394,256,-34,14
1304418644,263,-35,14
1304419894,259,-31,22
1304421144,261,-32,17
1304422394,264,-29,19
1304423644,261,-26,11
1304424894,258,-34,16
1304426144,260,-39,16
1304428710,255,-25,17
1304429960,259,-28,25
1304431210,261,-19,17
1304432460,259,-27,32
1304433710,261,-25,13
1304434960,260,-25,14
1304436210,258,-35,16
1304437460,259,-33,16
1304438710,258,-31,19
1304439960,257,-32,20
1304441210,255,-37,33
1304442460,260,-23,12
1304443710,255,-29,13
1304444960,254,-35,18
1304446210,253,-35,18
1304447460,251,-37,18
1304448710,252,-33,16
1304449960,250,-35,21
1304451210,246,-36,23
1304452460,243,-40,23
1304453710,246,-36,19
1304454960,248,-40,23
1304456210,247,-38,21
1304457460,251,-39,26
1304458710,245,-34,26
1304461206,247,-35,23
1304462456,248,-35,28
1304463706,242,-34,26
1304464956,244,-40,26
1304466206,251,-43,27
1304467456,244,-39,29
1304468706,240,-39,26
1304469956,239,-46,26
1304471206,240,-44,33
1304472456,236,-42,26
1304473706,236,-42,26
1304474956,238,-42,28
1304476206,246,-47,30
1304477456,241,-41,26
1304478706,243,-48,32
1304479956,239,-48,26
1304481206,242,-50,27
1304482456,239,-46,30
1304483706,241,-51,25
1304484956,242,-46,29
1304486206,242,-47,29
1304487456,240,-45,33
1304488706,243,-44,30
1304489956,241,-45,32
1304491206,242,-53,36
1304493613,237,-54,48
1304494863,252,-25,23
1304496113,250,-34,28
1304497363,245,-43,33
1304498613,242,-39,26
1304499863,242,-41,30
1304501113,245,-47,28
1304502363,237,-48,30
1304503613,240,-46,30
1304504863,240,-44,31
1304506113,238,-48,31
1304507363,240,-48,29
1304508613,238,-48,32
1304509863,240,-50,33
1304511113,235,-54,34
1304512363,237,-49,30
1304513613,239,-53,29
1304514863,236,-51,35
1304516113,235,-49,29
1304517363,234,-49,31
1304518613,233,-47,28
1304519863,232,-49,30
1304521113,233,-47,30
1304522363,235,-48,29
1304523613,233,-48,29
1304526107,232,-50,25
1304527357,235,-48,33
1304528607,233,-48,29
1304529857,235,-49,30
1304531107,238,-47,27
1304532357,241,-43,37
1304533607,234,-48,33
1304534857,234,-43,37
1304536107,241,-52,39
1304537357,239,-51,36
1304538607,233,-48,40
1304539857,235,-49,31
1304541107,240,-53,40
1304542357,238,-51,39
1304543607,236,-53,34
1304544857,235,-52,35
1304546107,234,-51,29
1304547357,241,-57,35
1304548607,238,-52,35
1304549857,234,-51,40
1304551107,234,-50,36
1304552357,237,-55,36
1304553607,237,-55,35
1304554857,237,-57,37
1304556107,236,-53,41
1304558643,237,-58,38
1304559893,241,-52,36
1304561143,241,-46,38
1304562393,244,-54,35
1304563643,234,-51,40
1304564893,239,-47,45
1304566143,238,-56,40
1304567393,234,-53,40
1304568643,240,-56,39
1304569893,235,-57,38
1304571143,237,-58,40
1304572393,241,-57,38
1304573643,242,-61,42
1304574893,240,-54,38
1304576143,240,-55,45
1304577393,241,-55,42
1304578643,237,-59,42
1304579893,237,-59,40
1304581143,241,-57,47
1304582393,239,-55,44
1304583643,241,-59,41
1304584893,237,-55,44
1304586143,237,-62,41
1304587393,236,-64,46
1304588643,235,-62,41
1304591240,234,-63,53
1304592490,243,-52,44
1304593740,244,-50,41
1304594990,240,-54,46
1304596240,241,-50,43
1304597490,239,-59,42
1304598740,237,-63,42
1304599990,234,-62,44
1304601240,236,-55,48
1304602490,237,-64,38
1304603740,235,-57,43
1304604990,234,-58,44
1304606240,235,-63,45
1304607490,235,-62,48
1304608740,233,-59,41
1304609990,230,-61,42
1304611240,233,-59,47
1304612490,232,-58,47
1304613740,234,-60,41
1304614990,233,-61,48
1304616240,236,-59,43
1304617490,235,-58,45
1304618740,236,-62,43
1304619990,236,-58,42
1304621240,234,-61,45
1304623613,233,-62,44
1304624863,238,-64,50
1304626113,240,-61,50
1304627363,239,-57,46
1304628613,242,-58,47
1304629863,239,-61,49
1304631113,239,-61,45
1304632363,238,-64,42
1304633613,240,-65,49
1304634863,236,-64,48
1304636113,237,-64,54
1304637363,240,-73,53
1304638613,236,-64,48
1304639863,238,-61,50
1304641113,234,-63,51
1304642363,234,-60,41
1304643613,237,-67,49
1304644863,234,-64,49
1304646113,233,-64,49
1304647363,230,-71,53
1304648613,234,-66,46
1304649863,236,-67,57
1304651113,229,-72,59
1304652363,232,-70,59
1304653613,234,-66,48
1304656107,235,-61,49
1304657357,239,-65,48
1304658607,239,-79,75
1304659857,237,-69,42
1304661107,239,-71,47
1304662357,241,-70,52
1304663607,232,-71,49
1304664857,233,-69,51
1304666107,233,-68,58
1304667357,233,-71,62
1304668607,233,-60,50
1304669857,236,-67,47
1304671107,236,-70,49
1304672357,234,-66,47
1304673607,235,-73,54
1304674857,234,-71,53
1304676107,229,-73,49
1304677357,230,-67,51
1304678607,227,-72,53
1304679857,228,-72,47
1304681107,229,-69,54
1304682357,228,-73,56
1304683607,226,-73,50
1304684857,225,-77,59
1304686107,223,-70,49
1304688643,221,-73,53
1304689893,227,-71,50
1304691143,225,-69,54
1304692393,226,-73,50
1304693643,225,-73,51
1304694893,226,-75,56
1304696143,225,-74,53
1304697393,227,-75,52
1304698643,230,-73,50
1304699893,231,-77,52
1304701143,225,-75,49
1304702393,227,-78,47
1304703643,234,-76,56
1304704893,226,-76,52
1304706143,228,-75,53
1304707393,228,-73,53
1304708643,224,-75,55
1304709893,228,-77,52
1304711143,227,-76,57
1304712393,224,-81,60
1304713643,224,-79,57
1304714893,222,-76,53
1304716143,228,-78,61
1304717393,223,-79,54
1304718643,224,-80,56
1304721077,226,-76,53
1304722327,227,-80,58
1304723577,222,-76,57
1304724827,226,-75,50
1304726077,224,-73,51
1304727327,227,-72,58
1304728577,226,-77,53
1304729827,224,-76,52
1304731077,221,-76,53
1304732327,225,-74,53
1304733577,224,-73,48
1304734827,220,-74,50
1304736077,220,-76,55
1304737327,221,-78,54
1304738577,219,-74,53
1304739827,221,-81,57
1304741077,218,-79,52
1304742327,215,-79,53
1304743577,219,-82,54
1304744827,219,-84,55
1304746077,217,-82,56
1304747327,217,-82,58
1304748577,221,-81,53
1304749827,219,-81,53
1304751077,221,-83,51
1304753643,220,-81,52
1304754893,223,-75,59
1304756143,221,-80,55
1304757393,224,-81,58
1304758643,224,-75,63
1304759893,227,-74,55
1304761143,221,-79,57
1304762393,222,-80,55
1304763643,224,-75,49
1304764893,221,-77,55
1304766143,221,-86,52
1304767393,221,-81,56
1304768643,227,-82,59
1304769893,219,-82,60
1304771143,221,-79,62
1304772393,222,-83,58
1304773643,223,-85,55
1304774893,224,-82,57
1304776143,226,-81,55
1304777393,226,-81,58
1304778643,224,-81,59
1304779893,224,-83,54
1304781143,228,-84,57
1304782393,226,-79,54
1304783643,224,-79,59
1304786077,227,-78,58
1304787327,225,-76,58
1304788577,228,-80,63
1304789827,229,-79,62
1304791077,233,-76,58
1304792327,231,-74,62
1304793577,231,-80,57
1304794827,231,-81,56
1304796077,230,-81,57
1304797327,232,-78,59
1304798577,229,-78,57
1304799827,231,-80,58
1304801077,235,-83,55
1304802327,234,-83,60
1304803577,234,-77,59
1304804827,232,-79,62
1304806077,235,-81,61
1304807327,235,-79,60
1304808577,230,-78,62
1304809827,235,-77,61
1304811077,233,-81,61
1304812327,232,-81,59
1304813577,230,-75,60
1304814827,231,-78,65
1304816077,233,-78,57
1304818643,232,-79,56
1304819893,237,-76,54
1304821143,238,-75,55
1304822393,234,-73,62
1304823643,235,-77,57
1304824893,238,-76,57
1304826143,230,-77,58
1304827393,232,-81,57
1304828643,234,-79,60
1304829893,234,-80,58
1304831143,233,-76,57
1304832393,235,-79,62
1304833643,236,-80,56
1304834893,232,-83,61
1304836143,232,-84,59
1304837393,230,-80,61
1304838643,232,-81,61
1304839893,233,-76,59
1304841143,234,-80,63
1304842393,237,-81,54
1304843643,237,-81,57
1304844893,238,-80,57
1304846143,235,-77,63
1304847393,239,-79,56
1304848643,237,-79,61
1304851077,239,-80,57
1304852327,239,-78,61
1304853577,237,-73,59
1304854827,241,-76,61
1304856077,246,-78,61
1304857327,242,-77,59
1304858577,240,-80,59
1304859827,239,-82,60
1304861077,240,-79,57
